order_date,region,segment,shipping_mode,category,product_name,quantity,discount,sales,profit,anomaly,sales_per_quantity
2024-07-10,North,Consumer,Second Class,Electronics,Tablet,2,0.17,8585.68,1625.29,0,4292.84
2024-06-14,West,Home Office,Standard Class,Office Supplies,Notebook,1,0.18,187.01,27.05,0,187.01
2025-01-09,East,Corporate,Same Day,Furniture,Table,8,0.13,24609.44,3811.42,0,3076.18
2025-04-29,West,Consumer,Second Class,Electronics,Laptop,5,0.14,27205.71,5059.14,0,5441.142
2025-02-02,East,Corporate,First Class,Office Supplies,Notebook,8,0.02,4893.8,977.06,0,611.725
2023-09-13,West,Corporate,Second Class,Furniture,Sofa,3,0.04,12219.31,2042.13,0,4073.103333333333
2025-03-26,North,Home Office,Standard Class,Furniture,Desk,6,0.23,10887.26,2473.09,0,1814.5433333333333
2023-06-21,South,Corporate,Second Class,Office Supplies,Printer,5,0.05,2990.75,681.4,0,598.15
2024-05-10,South,Corporate,Standard Class,Electronics,Tablet,2,0.2,10297.58,1879.49,0,5148.79
2025-07-10,North,Consumer,Same Day,Electronics,Laptop,4,0.19,19252.17,4716.47,0,4813.0425
2025-11-10,East,Home Office,Second Class,Furniture,Chair,6,0.14,13565.59,3936.82,0,2260.931666666667
2024-07-31,West,Consumer,Standard Class,Office Supplies,Storage Box,4,0.03,2338.21,443.76,0,584.5525
2025-04-19,East,Home Office,First Class,Electronics,Laptop,1,0.11,3595.3,944.59,0,3595.3
2024-11-05,East,Home Office,Same Day,Electronics,Laptop,4,0.07,22213.46,5139.36,0,5553.365
2025-11-17,West,Corporate,Same Day,Office Supplies,Storage Box,1,0.02,1230.13,220.63,0,1230.13
2025-05-10,South,Home Office,Same Day,Furniture,Desk,1,0.16,1748.08,495.16,0,1748.08
2025-08-11,West,Home Office,Second Class,Furniture,Table,1,0.22,2783.74,775.01,0,2783.74
2023-08-19,West,Home Office,Standard Class,Office Supplies,Printer,7,0.07,2897.91,511.27,0,413.9871428571428
2026-04-29,North,Consumer,Same Day,Electronics,Smartphone,8,0.1,47130.57,11560.6,0,5891.32125
2025-06-08,East,Home Office,Standard Class,Office Supplies,Pen,2,0.09,1020.8,238.56,0,510.4
2026-03-16,West,Home Office,Standard Class,Electronics,Smartphone,8,0.05,38973.98,7382.74,0,4871.7475
2024-11-28,West,Consumer,First Class,Furniture,Desk,5,0.11,19129.81,2336.03,0,3825.9620000000004
2023-09-04,East,Corporate,Standard Class,Furniture,Table,8,0.02,23114.19,3377.58,0,2889.27375
2025-07-21,West,Home Office,First Class,Furniture,Desk,6,0.08,14628.96,3420.72,0,2438.16
2024-04-30,North,Consumer,Second Class,Furniture,Table,1,0.01,2849.55,525.43,0,2849.55
2026-05-10,East,Consumer,Standard Class,Office Supplies,Pen,5,0.01,3007.15,792.92,0,601.4300000000001
2023-11-06,West,Consumer,Same Day,Office Supplies,Printer,1,0.12,306.46,86.64,0,306.46
2025-12-27,East,Home Office,Second Class,Electronics,Smartphone,5,0.04,25269.55,5572.99,0,5053.91
2026-02-15,South,Home Office,Standard Class,Electronics,Smartphone,2,0.19,6890.71,904.42,0,3445.355
2024-02-11,North,Home Office,Same Day,Furniture,Chair,4,0.14,9916.6,2232.71,0,2479.15
2024-09-05,East,Consumer,First Class,Office Supplies,Pen,6,0.24,2236.93,469.42,0,372.82166666666666
2025-09-12,North,Consumer,First Class,Electronics,Tablet,1,0.22,4717.67,1035.44,0,4717.67
2023-09-28,North,Home Office,Second Class,Electronics,Tablet,2,0.14,8576.29,1741.37,0,4288.145
2025-07-18,East,Consumer,First Class,Office Supplies,Printer,1,0.15,630.29,184.99,0,630.29
2024-05-16,East,Consumer,First Class,Electronics,Tablet,4,0.24,15502.34,3403.27,0,3875.585
2024-10-10,South,Consumer,Same Day,Electronics,Smartphone,8,0.05,56628.02,13505.44,0,7078.5025
2025-05-05,East,Home Office,Second Class,Office Supplies,Notebook,6,0.14,1766.72,372.21,0,294.4533333333333
2025-04-14,East,Home Office,First Class,Office Supplies,Notebook,2,0.09,711.36,137.93,0,355.68
2024-07-14,South,Corporate,Second Class,Furniture,Desk,1,0.01,2606.51,425.22,0,2606.51
2025-07-18,West,Consumer,First Class,Electronics,Tablet,3,0.13,15669.45,3646.36,0,5223.150000000001
2023-08-07,South,Home Office,First Class,Office Supplies,Notebook,5,0.11,2316.86,367.47,0,463.372
2025-09-24,South,Home Office,Standard Class,Furniture,Table,5,0.19,8208.33,2143.85,0,1641.666
2024-07-05,West,Corporate,Standard Class,Electronics,Smartphone,5,0.15,30617.06,6904.99,0,6123.412
2025-06-30,North,Corporate,Same Day,Furniture,Table,8,0.05,29401.62,3636.45,0,3675.2025
2024-03-25,North,Consumer,Same Day,Electronics,Monitor,3,0.21,15659.91,2392.39,0,5219.97
2024-06-30,North,Home Office,Standard Class,Furniture,Sofa,4,0.04,8110.25,1168.6,0,2027.5625
2023-06-15,North,Home Office,Same Day,Office Supplies,Storage Box,7,0.22,9471.89,714.51,1,1353.1271428571429
2025-09-05,West,Consumer,First Class,Electronics,Tablet,2,0.23,10331.45,2276.41,0,5165.725
2025-01-05,East,Home Office,Second Class,Office Supplies,Pen,7,0.14,2756.12,583.04,0,393.7314285714286
2024-01-01,East,Consumer,First Class,Office Supplies,Notebook,1,0.09,492.83,85.21,0,492.83
2025-06-12,South,Consumer,Standard Class,Office Supplies,Printer,1,0.12,138.16,32.05,0,138.16
2025-03-17,East,Corporate,First Class,Electronics,Tablet,2,0.22,9943.59,2248.82,0,4971.795
2025-10-05,West,Corporate,First Class,Furniture,Desk,6,0.21,26780.56,6742.93,0,4463.426666666667
2026-04-11,North,Corporate,Standard Class,Electronics,Tablet,3,0.12,18898.16,3347.24,0,6299.386666666666
2026-02-07,West,Home Office,Second Class,Furniture,Desk,3,0.23,6543.1,1020.23,0,2181.0333333333333
2023-08-25,North,Corporate,Standard Class,Office Supplies,Storage Box,7,0.14,3902.15,603.71,0,557.45
2025-12-07,North,Corporate,Standard Class,Electronics,Tablet,1,0.19,7433.0,1097.17,0,7433.0
2025-02-10,South,Corporate,Same Day,Furniture,Chair,4,0.09,13529.49,2056.89,0,3382.3725
2024-04-23,East,Corporate,Same Day,Office Supplies,Printer,2,0.08,741.57,123.94,0,370.785
2024-01-14,West,Home Office,First Class,Furniture,Table,4,0.02,10945.44,1985.19,0,2736.36
2025-10-02,North,Consumer,Same Day,Office Supplies,Notebook,5,0.11,3614.13,655.53,0,722.826
2024-07-02,North,Consumer,Standard Class,Furniture,Desk,1,0.11,1963.96,500.45,0,1963.96
2025-12-06,South,Consumer,Standard Class,Office Supplies,Printer,5,0.03,3052.44,378.47,0,610.488
2023-05-27,West,Consumer,First Class,Electronics,Tablet,3,0.13,17491.03,5188.31,0,5830.343333333333
2025-12-24,North,Consumer,Same Day,Furniture,Chair,8,0.03,33123.81,5979.42,0,4140.47625
2024-08-19,North,Consumer,First Class,Electronics,Smartphone,8,0.08,45465.99,5987.04,0,5683.24875
2026-05-08,East,Corporate,Same Day,Electronics,Monitor,5,0.05,33861.92,4182.99,0,6772.384
2024-07-14,North,Home Office,Same Day,Office Supplies,Printer,7,0.16,3460.59,987.39,0,494.37
2024-10-17,North,Home Office,Same Day,Furniture,Table,7,0.03,24182.9,5169.38,0,3454.7000000000003
2025-07-08,South,Corporate,Second Class,Furniture,Table,3,0.14,7700.76,1644.39,0,2566.92
2023-06-18,North,Consumer,Same Day,Electronics,Monitor,6,0.02,34873.79,7110.64,0,5812.298333333333
2026-02-05,North,Consumer,Standard Class,Furniture,Sofa,7,0.22,15061.55,3990.03,0,2151.65
2024-03-09,East,Corporate,Second Class,Office Supplies,Notebook,7,0.11,3707.29,929.65,0,529.6128571428571
2025-12-15,North,Consumer,Second Class,Office Supplies,Storage Box,1,0.0,786.03,174.43,0,786.03
2024-11-25,West,Home Office,Standard Class,Office Supplies,Notebook,5,0.11,2995.77,542.13,0,599.154
2023-09-15,North,Home Office,First Class,Furniture,Sofa,1,0.05,2313.41,481.89,0,2313.41
2025-04-12,North,Corporate,Standard Class,Office Supplies,Printer,1,0.13,353.14,61.35,0,353.14
2024-07-13,East,Corporate,Second Class,Furniture,Chair,1,0.2,2076.69,454.94,0,2076.69
2023-08-03,South,Consumer,Second Class,Office Supplies,Pen,2,0.09,978.0,186.23,0,489.0
2023-07-02,West,Corporate,Second Class,Furniture,Desk,6,0.03,21629.31,3545.36,0,3604.885
2025-11-25,East,Consumer,Second Class,Furniture,Table,6,0.24,14260.9,3784.36,0,2376.8166666666666
2025-03-29,East,Consumer,Same Day,Electronics,Smartphone,6,0.17,26743.74,4424.6,0,4457.29
2025-11-04,West,Home Office,First Class,Office Supplies,Notebook,5,0.06,3575.19,796.55,0,715.038
2025-10-16,South,Consumer,Second Class,Office Supplies,Notebook,2,0.19,1339.12,217.33,0,669.56
2025-08-07,South,Consumer,Second Class,Office Supplies,Notebook,8,0.2,3541.68,857.3,0,442.71
2025-06-25,North,Consumer,First Class,Office Supplies,Storage Box,3,0.02,1612.29,439.17,0,537.43
2026-01-30,North,Consumer,Same Day,Office Supplies,Pen,8,0.12,4580.12,1079.52,0,572.515
2026-05-02,West,Consumer,Same Day,Electronics,Smartphone,8,0.05,54777.34,10547.89,0,6847.1675
2025-02-18,East,Home Office,Same Day,Electronics,Monitor,3,0.21,10533.39,2240.1,0,3511.1299999999997
2024-04-18,South,Corporate,Standard Class,Electronics,Tablet,8,0.24,37485.92,6487.15,0,4685.74
2023-08-16,North,Home Office,Same Day,Office Supplies,Printer,2,0.15,1177.08,158.76,0,588.54
2025-02-16,West,Corporate,First Class,Office Supplies,Notebook,6,0.18,4490.7,1115.92,0,748.4499999999999
2025-05-27,West,Consumer,Standard Class,Office Supplies,Printer,5,0.23,2228.92,635.31,0,445.784
2024-03-09,West,Consumer,Same Day,Electronics,Smartphone,5,0.23,27785.32,3677.76,0,5557.064
2025-08-15,West,Home Office,Standard Class,Electronics,Monitor,4,0.24,15256.6,3463.66,0,3814.15
2024-10-07,West,Home Office,First Class,Electronics,Smartphone,1,0.2,6151.53,1216.33,0,6151.53
2023-10-05,West,Consumer,Second Class,Electronics,Monitor,2,0.15,13899.65,1856.57,0,6949.825
2025-10-23,East,Corporate,Standard Class,Office Supplies,Pen,6,0.19,3613.24,923.73,0,602.2066666666666
2023-10-01,South,Home Office,Standard Class,Furniture,Chair,8,0.02,20466.58,5462.49,0,2558.3225
2025-05-30,West,Home Office,Second Class,Office Supplies,Notebook,4,0.04,2037.45,380.2,0,509.3625
2023-05-23,West,Consumer,Second Class,Furniture,Desk,1,0.17,2480.14,636.75,0,2480.14
2023-11-14,West,Consumer,Same Day,Office Supplies,Notebook,7,0.2,5439.04,1243.38,0,777.0057142857142
2025-07-18,East,Consumer,Standard Class,Office Supplies,Pen,7,0.04,2603.01,416.24,0,371.85857142857145
2026-04-14,East,Home Office,Same Day,Furniture,Desk,5,0.05,11379.14,1886.36,0,2275.828
2025-08-11,South,Corporate,Second Class,Office Supplies,Notebook,7,0.19,4115.85,927.2,0,587.9785714285715
2026-01-01,East,Corporate,Second Class,Electronics,Tablet,1,0.06,5506.49,1559.78,0,5506.49
2024-05-08,West,Consumer,Standard Class,Furniture,Sofa,4,0.16,10100.91,2103.62,0,2525.2275
2023-11-17,West,Corporate,Same Day,Office Supplies,Storage Box,7,0.18,6789.24,2036.56,0,969.8914285714285
2023-10-23,East,Home Office,Same Day,Electronics,Tablet,2,0.01,11716.67,1626.46,0,5858.335
2025-02-06,East,Consumer,Second Class,Furniture,Sofa,7,0.08,15815.23,2279.76,0,2259.3185714285714
2025-10-24,East,Consumer,Standard Class,Furniture,Table,3,0.0,8682.73,1738.97,0,2894.2433333333333
2024-02-10,West,Corporate,First Class,Furniture,Table,2,0.17,7358.95,1279.7,0,3679.475
2023-10-20,West,Corporate,Same Day,Office Supplies,Pen,3,0.06,3593.77,888.03,0,1197.9233333333334
2023-06-07,West,Home Office,Same Day,Furniture,Desk,2,0.05,4932.41,1439.29,0,2466.205
2023-08-11,West,Corporate,Same Day,Furniture,Table,5,0.01,22909.47,5303.93,0,4581.894
2024-10-28,South,Corporate,Standard Class,Electronics,Monitor,2,0.02,15372.09,3671.65,0,7686.045
2024-08-21,West,Home Office,Standard Class,Electronics,Smartphone,4,0.1,18094.21,3012.92,0,4523.5525
2023-09-26,West,Corporate,Same Day,Office Supplies,Pen,4,0.23,2027.87,446.35,0,506.9675
2024-08-08,South,Home Office,Same Day,Office Supplies,Notebook,7,0.24,2740.91,799.25,0,391.5585714285714
2025-10-27,North,Corporate,Standard Class,Furniture,Desk,4,0.08,17719.06,5216.46,0,4429.765
2024-12-04,East,Consumer,First Class,Office Supplies,Storage Box,2,0.04,1302.33,353.8,0,651.165
2024-06-06,West,Corporate,Same Day,Office Supplies,Notebook,4,0.22,2203.41,480.37,0,550.8525
2025-01-24,East,Corporate,Same Day,Electronics,Monitor,2,0.03,13425.97,2438.25,0,6712.985
2023-08-14,South,Home Office,First Class,Office Supplies,Storage Box,1,0.0,314.54,44.04,0,314.54
2025-04-18,North,Consumer,First Class,Furniture,Desk,1,0.17,2251.12,464.04,0,2251.12
2023-08-04,North,Home Office,Same Day,Furniture,Table,7,0.07,18518.6,2894.32,0,2645.5142857142855
2024-05-14,South,Consumer,Standard Class,Furniture,Desk,8,0.21,15253.08,4101.35,0,1906.635
2025-10-04,North,Consumer,Same Day,Electronics,Smartphone,8,0.11,60742.96,14343.77,0,7592.87
2025-09-12,East,Consumer,First Class,Office Supplies,Storage Box,5,0.02,2687.12,555.03,0,537.424
2023-07-14,South,Corporate,Second Class,Furniture,Chair,1,0.15,2938.08,800.35,0,2938.08
2025-12-19,North,Consumer,Standard Class,Electronics,Tablet,8,0.25,43470.77,8020.26,0,5433.84625
2025-01-17,West,Home Office,Standard Class,Office Supplies,Storage Box,1,0.07,1333.86,245.01,0,1333.86
2025-12-10,South,Home Office,Standard Class,Electronics,Laptop,8,0.01,41299.5,6994.87,0,5162.4375
2025-03-25,South,Home Office,Same Day,Electronics,Monitor,2,0.01,10440.37,1269.55,0,5220.185
2025-03-21,South,Corporate,Second Class,Electronics,Tablet,8,0.24,39314.94,4872.83,0,4914.3675
2025-06-27,North,Home Office,Same Day,Furniture,Table,4,0.2,7900.66,2302.73,0,1975.165
2024-10-05,South,Home Office,First Class,Electronics,Monitor,2,0.2,9503.88,1587.93,0,4751.94
2025-01-01,East,Corporate,Second Class,Furniture,Chair,4,0.04,11618.98,2924.78,0,2904.745
2025-10-25,West,Corporate,First Class,Electronics,Tablet,4,0.13,39641.38,6412.06,0,9910.345
2026-01-18,North,Home Office,First Class,Electronics,Tablet,2,0.12,8819.34,2272.4,0,4409.67
2025-06-30,West,Home Office,Same Day,Electronics,Smartphone,6,0.1,29671.57,6064.73,0,4945.261666666666
2023-10-05,South,Corporate,First Class,Furniture,Table,7,0.13,27762.66,7369.94,0,3966.094285714286
2026-02-09,West,Corporate,First Class,Office Supplies,Pen,3,0.03,2525.06,476.12,0,841.6866666666666
2025-12-20,West,Home Office,Same Day,Office Supplies,Pen,5,0.25,3025.98,865.01,0,605.196
2024-06-14,East,Consumer,Standard Class,Electronics,Laptop,5,0.2,16342.58,2369.18,0,3268.516
2024-05-28,North,Home Office,Standard Class,Furniture,Sofa,3,0.04,7083.2,1977.46,0,2361.0666666666666
2025-08-16,East,Home Office,Same Day,Electronics,Tablet,1,0.17,3313.13,530.78,0,3313.13
2023-08-06,South,Home Office,Second Class,Electronics,Monitor,8,0.1,30698.86,8251.27,0,3837.3575
2026-03-02,North,Corporate,Second Class,Office Supplies,Storage Box,6,0.25,3297.93,947.83,0,549.655
2025-06-22,South,Corporate,Standard Class,Office Supplies,Storage Box,2,0.15,994.77,245.99,0,497.385
2026-04-10,West,Home Office,Standard Class,Electronics,Tablet,7,0.16,30305.99,6961.31,0,4329.427142857143
2024-11-25,South,Corporate,Same Day,Electronics,Smartphone,4,0.1,34320.54,6219.56,0,8580.135
2025-11-29,West,Consumer,Standard Class,Electronics,Laptop,2,0.02,14984.21,2257.01,0,7492.105
2025-01-01,South,Consumer,Standard Class,Electronics,Monitor,7,0.06,30674.37,4052.21,0,4382.052857142857
2023-07-25,South,Home Office,Second Class,Office Supplies,Notebook,8,0.06,2704.46,804.71,0,338.0575
2024-09-04,West,Consumer,First Class,Electronics,Tablet,5,0.11,30303.13,4646.51,0,6060.626
2024-11-02,South,Corporate,Second Class,Furniture,Table,7,0.24,22384.63,6601.34,0,3197.804285714286
2023-12-20,West,Corporate,Second Class,Office Supplies,Notebook,7,0.11,6231.04,984.22,0,890.1485714285715
2025-11-16,South,Consumer,Standard Class,Office Supplies,Notebook,1,0.05,440.92,70.57,0,440.92
2026-03-09,North,Home Office,Second Class,Office Supplies,Storage Box,2,0.07,466.67,94.49,0,233.335
2024-05-08,North,Consumer,Second Class,Electronics,Monitor,4,0.05,21607.44,2946.57,0,5401.86
2026-03-16,West,Corporate,Standard Class,Furniture,Sofa,6,0.04,22580.65,5850.98,0,3763.441666666667
2025-06-14,South,Corporate,Standard Class,Office Supplies,Storage Box,7,0.11,3110.16,415.64,0,444.3085714285714
2025-09-02,West,Home Office,Standard Class,Office Supplies,Printer,1,0.22,731.59,101.57,0,731.59
2025-10-13,East,Consumer,Standard Class,Furniture,Sofa,2,0.08,5360.66,1463.82,0,2680.33
2024-12-04,South,Home Office,Second Class,Furniture,Desk,7,0.09,48546.5,4715.47,1,6935.214285714285
2025-01-31,East,Home Office,Second Class,Office Supplies,Notebook,7,0.07,2531.07,577.42,0,361.5814285714286
2024-10-30,North,Corporate,Same Day,Electronics,Laptop,2,0.16,18970.57,5278.82,0,9485.285
2024-10-09,West,Home Office,Standard Class,Office Supplies,Notebook,7,0.09,4458.26,586.81,0,636.8942857142857
2026-04-30,West,Consumer,Same Day,Furniture,Sofa,8,0.04,27748.52,4847.05,0,3468.565
2023-10-27,West,Consumer,Same Day,Furniture,Table,6,0.23,21791.04,5127.0,0,3631.84
2024-01-16,North,Corporate,Second Class,Furniture,Table,5,0.16,15702.12,2237.94,0,3140.424
2025-02-28,North,Corporate,Second Class,Electronics,Smartphone,4,0.18,24787.26,5546.54,0,6196.815
2023-11-13,South,Home Office,First Class,Office Supplies,Pen,3,0.17,1362.41,389.53,0,454.1366666666667
2023-09-12,West,Consumer,First Class,Furniture,Chair,3,0.1,9072.67,1606.69,0,3024.2233333333334
2023-08-23,East,Consumer,Standard Class,Electronics,Laptop,4,0.1,16117.61,1960.22,0,4029.4025
2023-09-24,North,Home Office,First Class,Furniture,Table,2,0.0,5098.83,632.96,0,2549.415
2025-01-25,North,Consumer,Same Day,Office Supplies,Pen,3,0.1,1575.27,436.27,0,525.09
2025-07-02,West,Corporate,Second Class,Electronics,Monitor,1,0.09,6847.92,1123.29,0,6847.92
2024-04-25,East,Consumer,First Class,Office Supplies,Pen,8,0.18,3699.42,600.4,0,462.4275
2023-12-29,West,Corporate,Second Class,Electronics,Tablet,6,0.14,55289.85,7589.38,0,9214.975
2023-09-05,West,Corporate,Same Day,Office Supplies,Pen,6,0.02,5126.71,1106.8,0,854.4516666666667
2023-10-07,South,Home Office,Standard Class,Furniture,Table,7,0.01,18573.68,2909.9,0,2653.382857142857
2026-01-06,West,Home Office,First Class,Office Supplies,Pen,2,0.17,852.74,242.55,0,426.37
2023-11-29,South,Home Office,Second Class,Electronics,Tablet,1,0.17,4754.51,1023.53,0,4754.51
2024-03-09,South,Home Office,Standard Class,Electronics,Tablet,3,0.09,10750.51,1366.78,0,3583.5033333333336
2025-08-16,East,Consumer,Same Day,Office Supplies,Notebook,1,0.14,506.99,110.43,0,506.99
2024-03-20,West,Corporate,Standard Class,Electronics,Tablet,8,0.22,48766.12,10279.01,0,6095.765
2025-06-25,North,Corporate,Standard Class,Electronics,Monitor,4,0.03,24522.42,3610.83,0,6130.605
2025-08-14,West,Home Office,Second Class,Office Supplies,Notebook,7,0.11,3518.65,677.22,0,502.6642857142857
2024-08-10,South,Consumer,Second Class,Furniture,Desk,5,0.08,11875.03,2091.11,0,2375.0060000000003
2024-08-19,East,Home Office,First Class,Furniture,Sofa,8,0.2,13656.41,3311.45,0,1707.05125
2024-06-17,East,Home Office,First Class,Furniture,Chair,5,0.16,8504.81,1129.43,0,1700.962
2024-06-13,East,Corporate,Standard Class,Furniture,Chair,4,0.02,10262.49,2761.77,0,2565.6225
2024-05-16,West,Corporate,Standard Class,Office Supplies,Notebook,5,0.21,3335.88,462.72,0,667.176
2025-06-16,North,Corporate,Second Class,Electronics,Laptop,7,0.02,45685.73,13211.79,0,6526.532857142857
2024-11-24,West,Corporate,Standard Class,Furniture,Chair,7,0.07,33731.33,10107.31,0,4818.761428571429
2025-04-25,East,Corporate,Standard Class,Office Supplies,Pen,3,0.13,1975.49,297.98,0,658.4966666666667
2026-02-05,South,Home Office,Standard Class,Electronics,Tablet,2,0.21,6293.86,1820.72,0,3146.93
2025-04-28,South,Home Office,First Class,Furniture,Table,4,0.2,6643.57,1174.64,0,1660.8925
2023-11-25,East,Home Office,Standard Class,Furniture,Sofa,4,0.05,9534.16,2000.93,0,2383.54
2025-07-25,East,Corporate,Second Class,Electronics,Smartphone,4,0.14,18584.0,2525.8,0,4646.0
2023-12-30,West,Home Office,Same Day,Furniture,Sofa,6,0.11,21375.98,5976.46,0,3562.6633333333334
2023-08-03,East,Home Office,Same Day,Electronics,Smartphone,7,0.13,28076.57,5756.7,0,4010.9385714285713
2023-11-02,East,Home Office,Standard Class,Office Supplies,Storage Box,4,0.02,1666.8,423.79,0,416.7
2023-10-27,West,Consumer,Standard Class,Furniture,Table,4,0.17,13284.29,3546.67,0,3321.0725
2025-03-04,East,Corporate,Same Day,Office Supplies,Pen,3,0.2,1926.47,278.05,0,642.1566666666666
2024-11-05,West,Home Office,Same Day,Office Supplies,Storage Box,6,0.02,4970.88,1155.14,0,828.48
2023-06-29,South,Corporate,Second Class,Electronics,Smartphone,7,0.25,30638.38,9096.29,0,4376.911428571429
2024-01-03,North,Corporate,Same Day,Furniture,Table,8,0.16,28404.14,3793.07,0,3550.5175
2024-06-21,East,Home Office,First Class,Office Supplies,Pen,7,0.02,2938.3,373.04,0,419.75714285714287
2024-09-15,East,Consumer,First Class,Furniture,Table,2,0.21,3900.49,568.03,0,1950.245
2025-01-09,South,Corporate,Second Class,Electronics,Tablet,4,0.21,20071.72,2895.94,0,5017.93
2023-09-10,South,Home Office,Standard Class,Office Supplies,Storage Box,6,0.2,2343.61,357.41,0,390.6016666666667
2026-01-20,South,Consumer,Same Day,Furniture,Sofa,2,0.21,5132.82,1186.93,0,2566.41
2024-05-26,East,Corporate,Second Class,Furniture,Desk,3,0.11,8187.86,2383.3,0,2729.2866666666664
2026-04-14,East,Corporate,First Class,Office Supplies,Notebook,8,0.01,5836.92,1443.91,0,729.615
2023-07-06,South,Home Office,Standard Class,Office Supplies,Storage Box,3,0.2,899.49,175.51,0,299.83
2024-12-13,South,Consumer,Same Day,Furniture,Table,5,0.01,18225.61,4085.48,0,3645.1220000000003
2024-09-29,West,Consumer,Second Class,Office Supplies,Printer,3,0.23,1266.16,340.57,0,422.05333333333334
2023-09-16,West,Home Office,Same Day,Electronics,Laptop,3,0.09,17198.72,5143.34,0,5732.906666666667
2025-05-23,North,Corporate,Second Class,Furniture,Sofa,1,0.07,3256.94,486.58,0,3256.94
2024-06-10,West,Consumer,Standard Class,Electronics,Monitor,8,0.19,35212.58,6101.85,0,4401.5725
2025-03-09,East,Consumer,Same Day,Electronics,Monitor,8,0.04,41304.25,5986.72,0,5163.03125
2025-11-20,North,Home Office,Same Day,Electronics,Tablet,6,0.21,34430.73,8619.27,0,5738.455000000001
2025-09-09,South,Consumer,Same Day,Office Supplies,Pen,5,0.11,2845.57,532.93,0,569.114
2026-03-27,East,Consumer,First Class,Furniture,Table,1,0.12,2103.59,491.63,0,2103.59
2023-07-20,East,Corporate,Second Class,Electronics,Tablet,3,0.03,15965.77,4770.62,0,5321.923333333333
2025-06-22,North,Home Office,Second Class,Furniture,Chair,3,0.23,5442.49,1470.23,0,1814.1633333333332
2024-12-14,South,Consumer,First Class,Furniture,Chair,8,0.11,25100.18,7469.24,0,3137.5225
2023-12-01,West,Corporate,Second Class,Electronics,Smartphone,6,0.13,55770.75,15225.81,0,9295.125
2023-08-25,West,Corporate,Standard Class,Office Supplies,Notebook,4,0.13,2517.97,665.95,0,629.4925
2025-10-26,North,Home Office,Same Day,Electronics,Laptop,8,0.19,47105.46,9022.47,0,5888.1825
2025-10-07,South,Corporate,Same Day,Furniture,Desk,7,0.06,31716.54,6749.9,0,4530.934285714286
2024-10-09,South,Corporate,Standard Class,Electronics,Smartphone,7,0.23,43364.5,12108.0,0,6194.928571428572
2023-07-16,West,Corporate,Second Class,Furniture,Table,1,0.13,2910.03,512.77,0,2910.03
2023-07-15,North,Corporate,Same Day,Office Supplies,Pen,1,0.16,865.56,136.94,0,865.56
2023-06-22,East,Corporate,Second Class,Office Supplies,Notebook,7,0.17,3237.57,470.95,0,462.51000000000005
2025-12-23,West,Consumer,Second Class,Furniture,Sofa,2,0.06,7183.89,1620.34,0,3591.945
2025-03-03,South,Home Office,Same Day,Electronics,Smartphone,8,0.05,36543.32,8750.27,0,4567.915
2024-07-31,South,Home Office,Same Day,Electronics,Tablet,6,0.17,21564.05,3046.11,0,3594.008333333333
2025-02-19,South,Consumer,Second Class,Office Supplies,Notebook,4,0.02,1933.24,451.52,0,483.31
2023-08-31,West,Consumer,Second Class,Electronics,Laptop,5,0.23,24821.78,3668.23,0,4964.356
2024-10-20,South,Corporate,Same Day,Office Supplies,Pen,4,0.0,3924.65,909.23,0,981.1625
2026-05-19,South,Corporate,Second Class,Furniture,Table,1,0.03,2892.39,710.31,0,2892.39
2025-04-18,South,Consumer,First Class,Furniture,Table,6,0.07,14908.99,1807.59,0,2484.8316666666665
2024-02-02,West,Corporate,Same Day,Furniture,Chair,2,0.19,25433.59,1248.11,1,12716.795
2024-08-05,North,Corporate,Same Day,Furniture,Desk,3,0.16,10908.23,2420.49,0,3636.0766666666664
2024-09-30,South,Home Office,First Class,Electronics,Smartphone,7,0.12,28029.69,6084.88,0,4004.2414285714285
2026-04-07,South,Consumer,Same Day,Electronics,Monitor,5,0.06,27152.77,6479.27,0,5430.554
2026-01-08,West,Home Office,First Class,Office Supplies,Storage Box,1,0.24,426.83,58.87,0,426.83
2026-04-17,West,Home Office,Same Day,Office Supplies,Pen,7,0.15,4133.09,1107.83,0,590.4414285714286
2025-12-17,North,Corporate,Standard Class,Furniture,Table,3,0.07,13238.93,3816.3,0,4412.9766666666665
2025-11-13,West,Corporate,First Class,Office Supplies,Pen,3,0.22,2445.26,630.96,0,815.0866666666667
2025-03-16,East,Corporate,Standard Class,Electronics,Smartphone,1,0.05,6220.46,1460.0,0,6220.46
2025-09-28,East,Home Office,Second Class,Office Supplies,Notebook,8,0.03,3214.71,907.93,0,401.83875
2024-06-20,West,Consumer,Same Day,Furniture,Desk,1,0.22,2276.66,283.92,0,2276.66
2024-11-12,West,Corporate,Second Class,Electronics,Monitor,3,0.2,81120.4,5262.49,1,27040.13333333333
2023-06-09,North,Home Office,Second Class,Furniture,Sofa,1,0.18,2434.66,321.57,0,2434.66
2024-08-22,East,Consumer,Same Day,Office Supplies,Storage Box,4,0.23,1653.29,328.46,0,413.3225
2024-09-27,South,Corporate,First Class,Office Supplies,Notebook,7,0.09,4254.4,634.7,0,607.7714285714285
2026-03-09,East,Home Office,Standard Class,Furniture,Chair,5,0.21,7502.66,1413.55,0,1500.532
2024-10-23,North,Consumer,Same Day,Office Supplies,Printer,8,0.01,7009.78,1914.38,0,876.2225
