order_date,region,segment,shipping_mode,category,product_name,quantity,discount,sales,profit,anomaly
2023-08-03,West,Corporate,Second Class,Office Supplies,Printer,3,0.08,2021.74,421.56,0
2025-07-16,North,Corporate,Second Class,Office Supplies,Printer,2,0.07,1676.58,263.02,0
2025-02-25,South,Consumer,Second Class,Electronics,Smartphone,1,0.02,4816.79,1092.73,0
2023-07-17,South,Corporate,Same Day,Furniture,Desk,3,0.06,9009.83,1762.41,0
2025-08-02,West,Consumer,First Class,Furniture,Desk,8,0.2,21560.42,4093.39,0
2024-06-03,South,Corporate,First Class,Office Supplies,Printer,4,0.24,1636.86,469.16,0
2024-04-23,East,Corporate,Same Day,Office Supplies,Pen,1,0.07,852.46,182.93,0
2025-12-11,West,Consumer,Same Day,Electronics,Tablet,1,0.03,9742.08,2621.77,0
2025-08-02,West,Corporate,First Class,Electronics,Monitor,1,0.1,7626.43,2187.26,0
2024-05-01,West,Home Office,First Class,Electronics,Tablet,2,0.07,10724.03,1352.0,0
2026-01-20,North,Home Office,Standard Class,Furniture,Desk,6,0.08,12376.35,2222.37,0
2024-04-25,West,Consumer,Second Class,Electronics,Smartphone,5,0.22,24706.17,6666.06,0
2025-10-05,South,Home Office,Standard Class,Office Supplies,Printer,1,0.18,164.68,35.97,0
2025-04-12,East,Home Office,Standard Class,Furniture,Sofa,3,0.13,4804.17,1160.48,0
2024-05-18,West,Consumer,Second Class,Furniture,Table,4,0.07,11387.61,3346.99,0
2026-04-28,East,Corporate,Standard Class,Electronics,Monitor,7,0.03,39941.15,9479.28,0
2024-11-27,North,Corporate,Standard Class,Office Supplies,Storage Box,4,0.08,3722.75,469.65,0
2025-01-26,West,Home Office,Same Day,Office Supplies,Notebook,2,0.24,937.26,128.75,0
2026-02-09,West,Corporate,Same Day,Furniture,Chair,1,0.06,4139.87,1211.66,0
2024-09-30,West,Consumer,Same Day,Electronics,Smartphone,5,0.17,30356.86,7963.21,0
2025-03-02,North,Home Office,Same Day,Electronics,Tablet,5,0.11,24739.38,3716.17,0
2026-03-30,South,Home Office,First Class,Office Supplies,Printer,4,0.0,1160.19,221.25,0
2024-03-30,North,Corporate,Standard Class,Office Supplies,Storage Box,3,0.09,2089.47,373.75,0
2025-07-17,East,Home Office,Standard Class,Electronics,Tablet,4,0.07,12474.67,2701.98,0
2026-03-01,West,Consumer,Standard Class,Office Supplies,Storage Box,2,0.19,1268.58,180.75,0
2023-08-24,West,Home Office,Standard Class,Electronics,Smartphone,3,0.25,11360.66,1517.95,0
2025-12-06,West,Home Office,Standard Class,Office Supplies,Pen,1,0.06,804.33,224.02,0
2025-06-26,North,Consumer,Second Class,Electronics,Laptop,5,0.16,22249.95,3511.44,0
2025-10-14,East,Home Office,Second Class,Electronics,Monitor,3,0.02,14987.45,2775.09,0
2025-05-03,East,Home Office,Same Day,Electronics,Laptop,2,0.23,6898.82,1308.44,0
2023-11-24,South,Corporate,Second Class,Office Supplies,Pen,1,0.1,735.9,120.15,0
2024-10-01,East,Home Office,Standard Class,Office Supplies,Printer,8,0.2,3643.67,854.69,0
2026-04-04,North,Consumer,Standard Class,Office Supplies,Storage Box,2,0.17,715.49,181.6,0
2024-03-29,East,Consumer,First Class,Furniture,Chair,3,0.02,7230.45,1822.11,0
2024-07-21,South,Home Office,Standard Class,Electronics,Smartphone,5,0.09,16677.0,4643.94,0
2025-07-05,East,Consumer,Second Class,Office Supplies,Pen,3,0.02,1077.07,191.42,0
2023-11-09,South,Consumer,First Class,Office Supplies,Pen,5,0.18,2881.32,729.4,0
2023-10-19,North,Consumer,First Class,Electronics,Monitor,1,0.21,5860.86,1319.07,0
2024-09-24,North,Home Office,Standard Class,Office Supplies,Pen,7,0.16,3413.2,693.01,0
2025-09-10,South,Corporate,Standard Class,Electronics,Monitor,1,0.12,5029.69,1068.01,0
2026-01-30,South,Corporate,Same Day,Electronics,Tablet,8,0.22,46141.87,10457.41,0
2025-01-09,East,Corporate,Standard Class,Furniture,Chair,8,0.07,21752.26,3859.85,0
2024-01-14,North,Home Office,Same Day,Furniture,Chair,2,0.18,5174.01,704.34,0
2025-06-12,West,Consumer,First Class,Electronics,Laptop,1,0.15,4743.35,1251.85,0
2026-05-13,West,Consumer,Second Class,Office Supplies,Printer,7,0.03,4872.81,1258.81,0
2024-03-07,West,Corporate,First Class,Office Supplies,Storage Box,3,0.05,2716.91,585.48,0
2024-08-18,North,Home Office,First Class,Electronics,Monitor,8,0.09,38243.21,5666.88,0
2025-10-12,South,Home Office,First Class,Electronics,Smartphone,1,0.03,5406.85,870.34,0
2024-04-23,North,Home Office,Second Class,Electronics,Laptop,5,0.15,21033.53,3584.68,0
2025-10-17,South,Consumer,Second Class,Furniture,Desk,2,0.19,5034.79,940.18,0
2023-09-10,East,Consumer,Same Day,Office Supplies,Notebook,7,0.2,3404.0,776.82,0
2024-06-14,West,Consumer,First Class,Electronics,Tablet,1,0.01,5696.2,1425.76,0
2024-12-22,West,Consumer,Same Day,Furniture,Desk,3,0.2,11198.05,2318.35,0
2023-12-10,West,Corporate,First Class,Furniture,Chair,3,0.03,16357.56,3751.35,0
2023-10-06,West,Consumer,Standard Class,Office Supplies,Storage Box,7,0.01,5109.14,1025.84,0
2024-09-04,East,Home Office,Same Day,Electronics,Monitor,1,0.19,3940.3,524.59,0
2026-04-03,North,Corporate,Second Class,Office Supplies,Pen,6,0.07,4349.82,1018.95,0
2024-02-15,West,Home Office,First Class,Office Supplies,Storage Box,4,0.01,2624.66,458.75,0
2024-09-26,West,Consumer,Second Class,Furniture,Chair,5,0.19,12223.54,1927.0,0
2025-07-01,North,Consumer,Second Class,Electronics,Tablet,8,0.06,39404.45,8361.66,0
2024-09-28,South,Corporate,First Class,Electronics,Monitor,3,0.23,16727.59,2081.64,0
2026-05-04,East,Home Office,Second Class,Furniture,Chair,3,0.22,4563.52,1076.46,0
2023-12-23,East,Corporate,Second Class,Furniture,Table,3,0.09,11468.41,2612.89,0
2025-01-07,West,Consumer,Same Day,Office Supplies,Storage Box,7,0.2,3953.05,541.02,0
2023-10-08,South,Home Office,Standard Class,Electronics,Laptop,8,0.18,34020.08,4281.7,0
2025-03-20,West,Corporate,Standard Class,Office Supplies,Printer,1,0.18,547.91,157.89,0
2026-02-20,East,Corporate,Second Class,Electronics,Laptop,6,0.13,32378.31,8930.82,0
2024-03-19,East,Consumer,Standard Class,Office Supplies,Storage Box,8,0.12,2916.55,788.51,0
2024-07-09,East,Corporate,Second Class,Electronics,Smartphone,8,0.21,34758.44,10126.9,0
2023-09-16,North,Home Office,Same Day,Office Supplies,Storage Box,3,0.21,1507.63,246.86,0
2024-10-21,West,Corporate,Same Day,Furniture,Sofa,5,0.14,26162.12,4337.69,0
2025-05-09,South,Consumer,Same Day,Office Supplies,Pen,2,0.24,1041.79,224.01,0
2023-12-18,West,Corporate,Same Day,Furniture,Chair,7,0.13,37122.91,9586.17,0
2024-09-07,West,Consumer,Second Class,Office Supplies,Storage Box,5,0.03,3199.39,957.7,0
2026-04-25,West,Home Office,Standard Class,Office Supplies,Storage Box,5,0.04,2318.31,503.12,0
2023-11-25,East,Home Office,Same Day,Office Supplies,Printer,8,0.17,4031.61,987.11,0
2025-08-01,East,Consumer,First Class,Office Supplies,Pen,8,0.02,3673.15,729.11,0
2025-11-17,South,Home Office,Second Class,Furniture,Table,6,0.12,14936.07,3920.35,0
2025-08-11,East,Corporate,First Class,Furniture,Chair,4,0.02,12651.64,1973.67,0
2023-07-13,South,Consumer,Standard Class,Office Supplies,Pen,4,0.03,1997.35,472.22,0
2025-03-20,North,Corporate,Same Day,Office Supplies,Printer,6,0.07,4717.56,743.34,0
2025-04-25,West,Corporate,Standard Class,Office Supplies,Notebook,2,0.12,1433.4,216.76,0
2023-07-06,West,Home Office,First Class,Office Supplies,Storage Box,7,0.09,3126.2,889.74,0
2025-11-07,South,Corporate,Standard Class,Furniture,Sofa,8,0.17,26346.5,5613.36,0
2026-01-15,East,Corporate,First Class,Electronics,Smartphone,6,0.2,30926.17,3948.12,0
2023-06-13,East,Home Office,Standard Class,Furniture,Chair,1,0.18,1094.83,215.94,0
2025-05-25,South,Corporate,Second Class,Furniture,Sofa,5,0.13,14004.98,1888.66,0
2023-07-09,South,Corporate,Standard Class,Furniture,Table,5,0.14,12012.19,2748.9,0
2024-01-29,North,Consumer,Same Day,Office Supplies,Pen,1,0.11,890.51,182.3,0
2025-04-26,North,Consumer,First Class,Office Supplies,Printer,2,0.03,1061.31,155.99,0
2024-08-27,North,Corporate,Second Class,Electronics,Monitor,2,0.12,12948.61,2581.81,0
2025-08-21,West,Consumer,First Class,Office Supplies,Storage Box,8,0.2,9861.52,1090.92,1
2026-05-15,North,Consumer,Standard Class,Electronics,Laptop,3,0.1,14994.02,1809.96,0
2023-08-28,North,Home Office,Standard Class,Electronics,Laptop,7,0.21,26267.71,5790.76,0
2026-04-26,North,Corporate,Second Class,Office Supplies,Notebook,4,0.04,3262.78,631.63,0
2026-03-05,East,Corporate,Same Day,Furniture,Desk,5,0.08,16358.98,3832.18,0
2023-09-21,East,Consumer,First Class,Electronics,Monitor,3,0.03,14857.96,2228.31,0
2025-07-02,South,Consumer,Same Day,Office Supplies,Pen,7,0.23,3274.36,953.89,0
2025-12-05,South,Corporate,Same Day,Furniture,Desk,2,0.23,7517.03,1591.65,0
2024-02-13,North,Consumer,First Class,Electronics,Monitor,8,0.21,39125.04,8078.32,0
2025-10-25,West,Consumer,Standard Class,Office Supplies,Storage Box,5,0.18,3101.76,777.94,0
2025-12-30,West,Home Office,Standard Class,Office Supplies,Pen,7,0.16,3489.83,825.11,0
2023-12-23,West,Home Office,First Class,Furniture,Chair,7,0.14,22145.9,3338.01,0
2025-05-01,East,Home Office,Standard Class,Furniture,Chair,6,0.08,10554.25,1322.6,0
2025-05-26,West,Consumer,Standard Class,Furniture,Sofa,5,0.17,12468.24,3427.15,0
2025-11-30,West,Corporate,Standard Class,Electronics,Smartphone,2,0.16,17613.09,3785.01,0
2024-11-15,North,Home Office,Second Class,Electronics,Smartphone,6,0.08,35249.57,4457.35,0
2026-02-02,North,Home Office,First Class,Electronics,Monitor,5,0.24,20250.45,3696.73,0
2025-01-06,South,Corporate,Standard Class,Electronics,Tablet,5,0.04,29509.48,7962.41,0
2023-08-31,East,Corporate,Standard Class,Office Supplies,Pen,1,0.18,386.2,86.8,0
2024-07-30,North,Home Office,First Class,Electronics,Smartphone,5,0.21,18215.28,4084.67,0
2024-05-26,South,Consumer,Second Class,Office Supplies,Storage Box,8,0.25,2769.8,400.54,0
2025-09-22,South,Home Office,First Class,Electronics,Smartphone,4,0.08,16799.05,3789.12,0
2023-12-08,West,Consumer,Same Day,Electronics,Smartphone,5,0.15,39782.27,7410.16,0
2023-07-11,North,Corporate,First Class,Office Supplies,Storage Box,6,0.07,4304.5,664.19,0
2024-06-22,South,Home Office,First Class,Electronics,Smartphone,1,0.14,3554.4,711.82,0
2025-01-08,West,Corporate,Second Class,Office Supplies,Pen,3,0.11,2080.99,447.8,0
2024-08-30,West,Corporate,Standard Class,Furniture,Sofa,8,0.14,27476.49,7069.18,0
2026-03-03,South,Consumer,First Class,Furniture,Chair,7,0.15,15798.83,2345.05,0
2025-12-22,West,Home Office,Second Class,Electronics,Smartphone,5,0.09,32023.73,6641.01,0
2025-01-04,South,Home Office,First Class,Electronics,Monitor,5,0.22,17515.44,4612.72,0
2024-03-02,East,Corporate,First Class,Electronics,Tablet,8,0.06,49483.92,10674.24,0
2024-03-31,East,Consumer,Same Day,Office Supplies,Notebook,5,0.08,2762.4,392.78,0
2023-07-01,West,Home Office,Standard Class,Furniture,Chair,1,0.16,1990.35,247.5,0
2025-10-15,East,Home Office,Second Class,Electronics,Smartphone,8,0.08,37721.14,5191.68,0
2024-08-26,South,Consumer,First Class,Office Supplies,Storage Box,5,0.2,2133.48,467.49,0
2024-08-25,West,Consumer,Standard Class,Office Supplies,Printer,3,0.15,1899.14,331.4,0
2026-01-19,South,Home Office,Standard Class,Furniture,Sofa,5,0.19,8334.18,1943.78,0
2025-08-02,West,Consumer,Standard Class,Office Supplies,Printer,2,0.05,1273.75,280.7,0
2025-12-23,West,Home Office,Second Class,Electronics,Laptop,4,0.1,24544.72,4861.18,0
2025-02-20,East,Home Office,Same Day,Office Supplies,Pen,5,0.15,1734.61,235.32,0
2023-10-27,North,Corporate,Second Class,Electronics,Smartphone,5,0.24,37210.46,8173.49,0
2024-01-30,East,Consumer,First Class,Electronics,Monitor,6,0.1,27339.11,4321.14,0
2024-11-08,East,Home Office,Second Class,Electronics,Monitor,5,0.03,25686.86,7701.13,0
2025-04-26,South,Corporate,Standard Class,Furniture,Chair,1,0.09,2766.16,610.39,0
2024-05-30,East,Consumer,Second Class,Office Supplies,Pen,8,0.2,3145.75,588.72,0
2024-11-12,South,Corporate,Second Class,Office Supplies,Storage Box,7,0.02,5787.12,1081.45,0
2025-07-17,South,Home Office,Second Class,Furniture,Chair,8,0.01,14813.05,2158.29,0
2023-08-02,South,Home Office,Second Class,Furniture,Chair,4,0.04,7462.86,1186.14,0
2025-05-04,East,Home Office,First Class,Office Supplies,Storage Box,6,0.02,2648.29,727.34,0
2025-05-23,North,Corporate,Same Day,Furniture,Table,7,0.0,30082.18,6030.37,0
2023-08-29,South,Consumer,Same Day,Furniture,Sofa,1,0.12,2322.55,321.74,0
2024-01-01,South,Consumer,Standard Class,Furniture,Desk,3,0.14,5641.75,1269.52,0
2025-04-10,North,Corporate,First Class,Electronics,Monitor,3,0.05,23011.72,3072.96,0
2023-12-30,South,Corporate,Same Day,Electronics,Monitor,5,0.24,36525.62,10759.57,0
2025-06-21,West,Home Office,Same Day,Furniture,Table,5,0.1,12560.06,2242.98,0
2025-07-15,North,Home Office,First Class,Furniture,Sofa,4,0.06,9418.53,1700.26,0
2025-11-15,North,Home Office,First Class,Office Supplies,Pen,2,0.02,691.7,121.14,0
2024-01-17,East,Home Office,Standard Class,Furniture,Table,5,0.11,8300.74,2425.58,0
2025-06-25,East,Corporate,Second Class,Furniture,Desk,3,0.19,6654.01,1471.11,0
2024-06-07,West,Consumer,Second Class,Office Supplies,Printer,8,0.16,4246.69,1045.84,0
2024-03-31,East,Corporate,Same Day,Furniture,Chair,8,0.17,22815.48,3549.6,0
2024-04-26,North,Consumer,Same Day,Furniture,Desk,7,0.22,18598.76,2516.87,0
2024-01-29,West,Consumer,Standard Class,Office Supplies,Storage Box,3,0.21,1462.76,411.24,0
2024-09-26,South,Corporate,Standard Class,Office Supplies,Pen,6,0.2,2935.2,831.8,0
2025-12-02,South,Consumer,First Class,Electronics,Monitor,7,0.14,41574.9,6220.58,0
2025-07-11,East,Consumer,First Class,Office Supplies,Pen,2,0.01,767.25,184.47,0
2025-12-28,West,Corporate,Second Class,Furniture,Table,1,0.13,16392.84,1075.01,1
2025-01-21,South,Home Office,Same Day,Electronics,Laptop,3,0.21,11162.09,2738.14,0
2025-01-14,North,Consumer,First Class,Electronics,Laptop,7,0.23,33306.02,9042.43,0
2025-10-16,North,Consumer,First Class,Office Supplies,Notebook,6,0.09,4257.11,1049.11,0
2024-06-03,North,Consumer,First Class,Electronics,Smartphone,1,0.03,5149.04,883.01,0
2025-03-05,East,Home Office,First Class,Office Supplies,Storage Box,7,0.02,3714.62,667.57,0
2026-01-18,East,Consumer,Same Day,Electronics,Tablet,2,0.11,27084.93,1524.11,1
2025-05-29,South,Home Office,Same Day,Electronics,Laptop,6,0.0,29253.98,6480.74,0
2025-08-14,North,Corporate,Second Class,Electronics,Monitor,6,0.18,37278.23,8933.17,0
2024-12-17,West,Corporate,Same Day,Furniture,Chair,3,0.22,13810.16,2723.11,0
2025-05-27,West,Consumer,First Class,Electronics,Laptop,6,0.05,38829.69,6444.68,0
2024-10-09,South,Home Office,Standard Class,Office Supplies,Storage Box,4,0.12,1094.87,194.61,0
2025-02-26,West,Home Office,Second Class,Furniture,Chair,8,0.17,17547.97,2160.77,0
2024-01-31,South,Corporate,Standard Class,Electronics,Laptop,4,0.1,22092.29,3751.63,0
2025-10-15,West,Consumer,Standard Class,Office Supplies,Storage Box,6,0.24,3731.32,994.59,0
2023-06-29,East,Corporate,Second Class,Office Supplies,Storage Box,6,0.08,3117.21,644.62,0
2024-08-02,East,Consumer,Same Day,Electronics,Laptop,1,0.12,4701.96,1015.72,0
2024-05-07,East,Home Office,Second Class,Office Supplies,Printer,8,0.18,2631.06,673.54,0
2023-12-19,West,Corporate,Standard Class,Electronics,Monitor,5,0.08,46350.59,8504.21,0
2026-03-20,South,Consumer,Second Class,Electronics,Smartphone,5,0.16,20498.33,6146.19,0
2023-09-25,East,Consumer,Same Day,Office Supplies,Notebook,5,0.03,2836.95,687.7,0
2025-07-21,West,Corporate,First Class,Electronics,Tablet,6,0.22,37004.14,8051.02,0
2026-01-13,South,Consumer,First Class,Electronics,Monitor,2,0.11,9944.95,2636.03,0
2023-06-04,South,Corporate,Standard Class,Office Supplies,Pen,6,0.23,2330.56,401.18,0
2026-02-08,West,Consumer,Same Day,Electronics,Laptop,8,0.0,57807.84,12404.14,0
2023-07-03,East,Consumer,Second Class,Furniture,Desk,4,0.24,6378.69,1012.97,0
2026-03-27,West,Consumer,Second Class,Electronics,Smartphone,6,0.04,36645.14,10287.29,0
2023-12-05,North,Consumer,Same Day,Furniture,Table,8,0.04,33253.79,7231.76,0
2023-09-02,West,Corporate,Second Class,Electronics,Tablet,2,0.24,12512.16,2241.94,0
2025-07-23,West,Home Office,Standard Class,Electronics,Monitor,4,0.1,16422.14,4372.44,0
2023-10-11,West,Home Office,Second Class,Furniture,Desk,3,0.2,8642.08,1838.46,0
2024-05-20,North,Home Office,First Class,Electronics,Monitor,8,0.03,40825.43,8924.98,0
2025-10-10,South,Consumer,First Class,Electronics,Laptop,7,0.08,44333.71,5970.6,0
2023-11-14,East,Home Office,Second Class,Furniture,Table,8,0.08,18815.4,4438.64,0
2026-05-16,North,Home Office,Second Class,Office Supplies,Printer,1,0.19,311.05,44.59,0
2024-09-27,South,Home Office,Second Class,Furniture,Table,1,0.13,2298.75,362.35,0
2024-10-28,South,Consumer,Same Day,Electronics,Monitor,5,0.12,32947.95,9749.0,0
2026-03-01,North,Corporate,Standard Class,Electronics,Smartphone,7,0.02,48715.3,7503.87,0
2023-08-31,West,Home Office,Standard Class,Electronics,Tablet,2,0.09,8931.67,2276.17,0
2025-09-03,North,Home Office,Same Day,Furniture,Table,6,0.04,16539.21,3273.32,0
2025-07-17,South,Home Office,Same Day,Office Supplies,Notebook,7,0.15,2253.81,289.27,0
2025-07-15,South,Home Office,Same Day,Office Supplies,Storage Box,7,0.1,2899.9,648.49,0
2026-04-17,East,Consumer,Second Class,Electronics,Monitor,4,0.18,15313.18,4385.99,0
2024-09-18,West,Corporate,Second Class,Furniture,Sofa,6,0.01,24809.41,5358.53,0
2024-03-10,West,Home Office,Second Class,Electronics,Tablet,1,0.02,5016.77,719.96,0
2023-06-05,East,Home Office,Second Class,Electronics,Monitor,5,0.02,18054.67,3945.04,0
2023-05-23,West,Corporate,Second Class,Electronics,Tablet,1,0.12,7262.66,2000.17,0
2023-10-19,North,Corporate,Same Day,Office Supplies,Notebook,4,0.18,3734.17,946.59,0
2025-12-29,North,Home Office,First Class,Electronics,Smartphone,1,0.15,5194.69,1237.27,0
2026-03-05,East,Home Office,Same Day,Electronics,Monitor,3,0.03,12696.03,3797.25,0
2025-07-05,South,Corporate,First Class,Furniture,Table,4,0.16,10390.82,2362.43,0
2024-05-29,South,Corporate,Second Class,Furniture,Desk,1,0.22,2602.73,775.57,0
2025-01-27,West,Home Office,Same Day,Electronics,Laptop,6,0.22,28304.04,5244.94,0
2025-08-18,South,Consumer,First Class,Furniture,Table,4,0.25,7653.39,1511.36,0
2024-04-02,East,Home Office,Same Day,Furniture,Table,6,0.2,11184.44,1357.79,0
2024-08-23,West,Home Office,Standard Class,Electronics,Tablet,2,0.08,9552.86,1377.36,0
2025-01-28,North,Home Office,Same Day,Furniture,Sofa,1,0.06,2595.38,523.79,0
2025-08-21,West,Home Office,Second Class,Office Supplies,Pen,7,0.23,3120.41,872.74,0
2025-08-22,East,Home Office,First Class,Electronics,Laptop,8,0.23,26037.18,4228.88,0
2026-04-13,West,Consumer,Second Class,Electronics,Smartphone,4,0.1,22573.22,6748.18,0
2026-05-18,West,Home Office,Same Day,Office Supplies,Printer,1,0.1,1045.16,240.89,0
2024-10-28,North,Home Office,Same Day,Office Supplies,Notebook,2,0.1,1333.24,252.28,0
2025-05-18,East,Home Office,Standard Class,Office Supplies,Printer,1,0.08,389.79,111.09,0
2024-05-01,East,Consumer,Same Day,Office Supplies,Printer,5,0.03,3310.78,955.34,0
2024-12-31,South,Home Office,Same Day,Office Supplies,Pen,2,0.19,600.55,172.76,0
2025-09-10,West,Corporate,Same Day,Furniture,Sofa,8,0.19,30565.33,4286.39,0
2025-03-18,South,Corporate,Standard Class,Furniture,Sofa,8,0.08,23223.2,6639.88,0
2026-03-08,North,Consumer,Second Class,Office Supplies,Storage Box,6,0.03,3263.59,701.74,0
2025-11-07,West,Consumer,Second Class,Office Supplies,Notebook,6,0.23,4041.67,656.54,0
2023-11-14,South,Consumer,Standard Class,Electronics,Laptop,2,0.06,11314.39,1631.92,0
2025-07-28,South,Home Office,Second Class,Office Supplies,Printer,8,0.0,2846.33,819.35,0
2023-09-08,West,Consumer,Second Class,Furniture,Desk,3,0.14,8242.49,2346.24,0
2023-08-23,South,Consumer,Second Class,Electronics,Laptop,6,0.04,89329.81,4213.68,1
2024-01-10,East,Consumer,Same Day,Electronics,Smartphone,5,0.19,22206.28,4284.05,0
2023-12-16,East,Corporate,Same Day,Furniture,Desk,1,0.16,4303.81,1264.21,0
2023-10-03,West,Corporate,Standard Class,Office Supplies,Printer,5,0.22,3934.37,505.31,0
2025-02-06,South,Corporate,Second Class,Electronics,Laptop,8,0.14,44966.28,12035.04,0
2024-02-17,South,Home Office,Second Class,Electronics,Tablet,8,0.07,31438.26,5049.52,0
2025-08-02,West,Home Office,First Class,Electronics,Smartphone,1,0.23,4668.87,1280.6,0
2024-12-15,South,Consumer,Standard Class,Furniture,Sofa,7,0.2,17352.25,3118.52,0
2026-05-17,South,Corporate,Second Class,Electronics,Laptop,3,0.24,14916.65,3424.35,0
2024-06-19,East,Corporate,Second Class,Furniture,Sofa,5,0.17,11598.17,2940.95,0
2025-06-30,South,Corporate,Same Day,Electronics,Smartphone,2,0.1,11522.79,3116.42,0
2024-04-18,West,Consumer,Second Class,Electronics,Laptop,5,0.15,26437.76,4757.94,0
2024-08-15,South,Corporate,Second Class,Furniture,Sofa,1,0.09,2980.87,579.61,0
2024-06-23,West,Corporate,Standard Class,Office Supplies,Notebook,4,0.03,2217.58,542.77,0
2024-02-04,South,Home Office,First Class,Office Supplies,Storage Box,5,0.18,2103.38,261.57,0
2023-07-31,North,Home Office,Second Class,Electronics,Smartphone,7,0.19,25310.82,5584.35,0
2025-07-04,North,Consumer,Same Day,Furniture,Sofa,1,0.21,2444.45,508.51,0
2025-11-28,North,Home Office,Second Class,Furniture,Desk,3,0.25,17494.19,893.35,1
2024-10-24,North,Consumer,Standard Class,Office Supplies,Notebook,1,0.01,1121.89,326.52,0
2025-01-04,North,Consumer,Same Day,Electronics,Laptop,2,0.08,12755.16,3575.67,0
2023-07-09,West,Corporate,First Class,Office Supplies,Printer,1,0.2,673.12,186.52,0
2025-11-05,South,Home Office,First Class,Electronics,Tablet,6,0.09,32250.32,5159.16,0
2024-05-26,North,Corporate,First Class,Office Supplies,Storage Box,3,0.24,1886.35,285.77,0
2025-06-28,South,Consumer,Second Class,Electronics,Tablet,8,0.02,35350.91,6627.26,0
2023-12-16,East,Corporate,Same Day,Furniture,Sofa,4,0.05,17303.53,4705.53,0
2024-07-06,North,Corporate,Same Day,Furniture,Table,3,0.15,9835.18,2084.28,0
2025-08-02,North,Consumer,First Class,Electronics,Laptop,4,0.2,19983.72,2750.33,0
2024-11-08,North,Home Office,Same Day,Electronics,Monitor,1,0.18,6683.95,1354.49,0
2026-01-27,North,Consumer,First Class,Office Supplies,Printer,2,0.24,516.3,146.11,0
2025-03-13,North,Corporate,First Class,Furniture,Chair,3,0.05,11380.26,2952.22,0
2024-08-02,North,Home Office,Standard Class,Electronics,Tablet,4,0.23,14044.86,2318.22,0
2025-12-17,East,Consumer,First Class,Office Supplies,Notebook,8,0.18,4775.72,780.26,0
2024-10-17,East,Consumer,Same Day,Office Supplies,Notebook,2,0.18,974.96,232.57,0
2026-03-13,West,Corporate,First Class,Furniture,Desk,2,0.13,7167.36,992.1,0
2024-05-27,West,Consumer,Second Class,Office Supplies,Printer,7,0.04,4425.06,717.34,0
2024-10-23,West,Home Office,Second Class,Electronics,Laptop,6,0.14,36444.63,5369.72,0
2023-11-16,North,Corporate,First Class,Furniture,Sofa,5,0.19,21280.14,4031.64,0
2024-04-29,West,Consumer,Standard Class,Electronics,Smartphone,7,0.19,34081.44,10079.3,0
2023-06-28,West,Consumer,Standard Class,Electronics,Monitor,5,0.07,25232.74,5171.46,0
2023-07-25,West,Home Office,Same Day,Office Supplies,Storage Box,3,0.13,1862.04,390.47,0
2024-08-24,East,Consumer,First Class,Electronics,Smartphone,1,0.08,4374.54,1041.46,0
2024-06-24,East,Home Office,First Class,Furniture,Desk,1,0.22,1470.13,362.69,0
2024-07-15,South,Consumer,Second Class,Electronics,Tablet,2,0.05,8392.82,2286.78,0
2023-06-10,West,Corporate,Standard Class,Office Supplies,Pen,8,0.07,4872.52,1260.0,0
2025-01-10,West,Consumer,Standard Class,Office Supplies,Printer,8,0.19,3789.49,1062.75,0
2024-03-18,South,Corporate,First Class,Furniture,Table,5,0.05,16757.82,4786.67,0
2023-11-28,North,Consumer,First Class,Office Supplies,Storage Box,7,0.22,4542.35,629.15,0
2025-08-13,North,Corporate,First Class,Office Supplies,Notebook,6,0.23,3892.99,715.59,0
2023-09-03,North,Home Office,First Class,Office Supplies,Storage Box,1,0.23,447.11,82.72,0
2023-07-30,South,Consumer,Same Day,Electronics,Laptop,2,0.09,9493.6,1956.8,0
2023-05-23,West,Consumer,Second Class,Furniture,Table,8,0.03,24203.82,6185.17,0
2025-07-05,South,Home Office,Same Day,Office Supplies,Pen,2,0.01,770.53,119.9,0
2026-05-14,West,Consumer,Second Class,Furniture,Chair,8,0.15,21477.6,4732.72,0
2024-04-22,East,Corporate,Standard Class,Office Supplies,Pen,7,0.14,3604.95,994.32,0
2024-12-21,East,Consumer,First Class,Office Supplies,Notebook,3,0.12,1825.78,322.16,0
2024-11-29,West,Home Office,Standard Class,Electronics,Laptop,6,0.05,37749.5,8782.76,0
2023-08-27,East,Consumer,Standard Class,Furniture,Sofa,7,0.04,15006.77,1841.19,0
2026-03-22,North,Corporate,First Class,Electronics,Laptop,3,0.22,19686.05,2515.38,0
2024-06-29,North,Home Office,Same Day,Electronics,Tablet,4,0.02,20064.12,3453.15,0
2025-05-24,West,Corporate,First Class,Office Supplies,Storage Box,5,0.07,4186.18,998.14,0
2025-09-07,West,Consumer,Same Day,Electronics,Laptop,3,0.22,16778.04,3902.73,0
2024-08-10,South,Corporate,Standard Class,Office Supplies,Pen,4,0.04,2235.83,271.14,0
2023-09-23,South,Home Office,Standard Class,Electronics,Laptop,6,0.08,22247.76,4078.44,0
2025-08-28,North,Consumer,Second Class,Electronics,Smartphone,2,0.01,11522.35,2607.16,0
2023-12-29,East,Home Office,First Class,Electronics,Smartphone,3,0.18,35640.75,2043.25,1
2023-09-15,South,Consumer,Second Class,Furniture,Table,2,0.11,3968.06,593.39,0
2025-03-29,East,Corporate,Standard Class,Electronics,Tablet,4,0.07,21570.94,6082.98,0
